edrpou,official_address,mail_address,email,fax
04344469,12732 Житомирська Баранівський Зеремля Вишнівецька буд. 1,12732 Житомирська Баранівський Зеремля Вишнівецька буд. 1,AleksandrS_@ukr.net,041-44-72-3-18
04334815,44752 Волинська Володимир-Волинський Зимне Монастирська буд. 27,44752 Волинська Володимир-Волинський Зимне Монастирська буд. 27,zymne@i.ua,0334295131
04386195,35040 Рівненська Костопільський Злазне Жовтнева буд. 5А,35040 Рівненська Костопільський Злазне Жовтнева буд. 5А,zlaznesr@ukr.net,
04364851,26232 Кіровоградська Маловисківський Злинка Жовтнева буд. 76,26232 Кіровоградська Маловисківський Злинка Жовтнева буд. 76,zlynskiyselskiysovet@mail.ru,(05-258) 5-45-04
04366442,"27410 Кіровоградська  м. Знам'янка, смт. Знам'янка Друга Леніна буд. 51","27410 Кіровоградська  м. Знам'янка, смт. Знам'янка Друга Леніна буд. 51",mznam@ukr.net,0523375000
32986436,27400 Кіровоградська  м.Знам’янка Жовтнева буд. 19,27400 Кіровоградська  м.Знам’янка Жовтнева буд. 19,mznam@ukr.net,05 233 7-40-09
24711183,27400 Кіровоградська Знам'янський Знам'янка Жовтнева буд. 17,27400 Кіровоградська Знам'янський Знам'янка Жовтнева буд. 17,znamrrada@ukrpost.ua,(05233)21968
04340419,51280 Дніпропетровська Новомосковський Знаменівка Красіна буд. 182,51280 Дніпропетровська Новомосковський Знаменівка Красіна буд. 182,nmznamsil@mail.dp.gov.ua,(05693)45-231
04343151,85018 Донецька Добропільський Золотий Колодязь Леніна буд. 28 а,85018 Донецька Добропільський Золотий Колодязь Леніна буд. 28 а,zolotoj_k@ukr.net,062-77-97-2-16
04386203,35016 Рівненська Костопільський Золотолин Гомелюка буд. 33,35016 Рівненська Костопільський Золотолин Гомелюка буд. 33,zolotolinrada@ukr.net,
25212982,19700 Черкаська  м. Золотоноша Садовий проїзд буд. 5,19700 Черкаська  м. Золотоноша Садовий проїзд буд. 5,zolorada2007@ukr.net,(04737)52375
26262476,93295 Луганська Первомайськ Золоте кв. Сонячний буд. 8а,93295 Луганська Первомайськ Золоте кв. Сонячний буд. 8а,zikinfo@yandex.ru,(06455) 4-30-98
25233449,80700 Львівська Золочівський Золочів Чорновола буд. 3,80700 Львівська Золочівський Золочів Чорновола буд. 3,rada-zl@online.ua,(03265) 4-20-17
04051785,94323 Луганська Перевальський Зоринськ Леніна буд. 8,94323 Луганська Перевальський Зоринськ Леніна буд. 8,zorinskkontrol@yandex.ua,
04368582,97114 Республіка Крим Нижньогірський Зоркіне Кримська буд. 29,97114 Республіка Крим Нижньогірський Зоркіне Кримська буд. 29,zor_sovet@mail.ru,(06550)25340
01213790,85184 Донецька Костянтинівський Зоря Каспійська буд. 56,85184 Донецька Костянтинівський Зоря Каспійська буд. 56,silrada-zora@yandex.ru,062-72-98-5-95
04387220,35314 Рівненська Рівненський с.Зоря площа Жовтнева буд. 1,35314 Рівненська Рівненський с.Зоря площа Жовтнева буд. 1,rada@zorya.rv.ua,0362279482
20123704,44714 Волинська Володимир-Волинський Зоря Молодіжна буд. 3,44714 Волинська Володимир-Волинський Зоря Молодіжна буд. 3,zoria92@gmail.com,0334297136
23065918,51041 Дніпропетровська Царичанський Могилів Центральна буд. 58А,51041 Дніпропетровська Царичанський Могилів Центральна буд. 58А,tsrzorjasil@mail.dp.gov.ua,05690-6-31-19
21439786,59015 Чернівецька Сторожинецький Зруб-Комарівський Шевченка буд. 31 кiмната б/н,59015 Чернівецька Сторожинецький Зруб-Комарівський Шевченка буд. 31 кiмната б/н,zr-komarivci@ukrpost.ua,(03735) 74-2-36
04332147,45521 Волинська Локачинський Зубильне Молодіжна буд. 3,45521 Волинська Локачинський Зубильне Молодіжна буд. 3,Zubilne@gmail.com,0337494131
